Date,Cases,Deaths,Recovered,Travel_history,Province,City
04-08-20,13,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
04-08-20,1,0,0,Local - Social Contact,Punjab,Hafizabad
04-08-20,0,0,6,Local - Social Contact,Punjab,Vehari
04-08-20,1,0,0,Local - Social Contact,Punjab,Okara
04-08-20,1,0,0,Local - Social Contact,Punjab,Bahawalpur
04-08-20,8,0,0,Local - Social Contact,Punjab,Kasur
04-08-20,1,0,0,Local - Social Contact,Punjab,Lodhran
04-08-20,2,0,0,Local - Social Contact,Punjab,Toba Tek Singh
04-08-20,50,1,1,Local - Social Contact,Sindh,Karachi
04-08-20,6,0,0,Local - Social Contact,Sindh,Larkana
04-08-20,2,0,0,Local - Social Contact,Sindh,Jamshoro
04-08-20,1,0,0,Local - Social Contact,Sindh,Badin
04-08-20,7,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad
04-08-20,4,0,0,Local - Social Contact,Sindh,Naushero Feroz
04-08-20,1,0,0,Local - Social Contact,Sindh,Shujawal
04-08-20,1,0,0,Local - Social Contact,Sindh,Sanghar
04-08-20,12,0,0,Local - Social Contact,Sindh,Tando M. Khan
04-08-20,2,0,0,Local - Social Contact,Sindh,Ghotki
04-08-20,42,1,0,Tableeghi Jamaat,Sindh,Hyderabad
04-08-20,0,0,18,Iran/Taftan,Sindh,Sukkur
04-09-20,5,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
04-09-20,7,0,0,Local - Social Contact,Baluchistan,Quetta
04-09-20,1,0,0,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
04-09-20,2,0,0,Local - Social Contact,Gilgit-Baltistan,Kharmang
04-09-20,35,0,7,Local - Social Contact,Islamabad Capital Territory,Islamabad
04-09-20,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
04-09-20,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
04-09-20,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
04-09-20,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
04-09-20,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
04-09-20,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
04-09-20,6,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
04-09-20,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
04-09-20,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
04-09-20,15,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04-09-20,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
04-09-20,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
04-09-20,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
04-09-20,0,0,5,Iran/Taftan,Punjab,Dera Ghazi Khan
04-09-20,213,1,0,Tableeghi Jamaat,Punjab,Raiwind
04-09-20,18,0,0,Tableeghi Jamaat,Punjab,Faisalabad
04-09-20,366,0,0,Tableeghi Jamaat,Punjab,Multan
04-09-20,23,0,0,Local - Social Contact,Punjab,Lahore
04-09-20,1,0,0,Local - Social Contact,Punjab,Gujrat
04-09-20,0,0,1,Local - Social Contact,Punjab,Jehlum
04-09-20,0,0,1,Local - Social Contact,Punjab,Gujranwala
04-09-20,1,0,0,Local - Social Contact,Punjab,Rawalpindi
04-09-20,4,0,0,Local - Social Contact,Punjab,Chakwal
04-09-20,6,0,0,Local - Social Contact,Punjab,Faisalabad
04-09-20,0,0,7,Local - Social Contact,Punjab,Mandi Bahauddin
04-09-20,0,0,1,Local - Social Contact,Punjab,Mianwali
04-09-20,2,0,0,Local - Social Contact,Punjab,Narowal
04-09-20,17,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
04-09-20,2,0,0,Local - Social Contact,Punjab,Sargodha
04-09-20,1,0,0,Local - Social Contact,Punjab,Jhang
04-09-20,8,0,0,Local - Social Contact,Punjab,Sialkot
04-09-20,0,0,4,Local - Social Contact,Punjab,Bahawal Nagar
04-09-20,6,0,0,Local - Social Contact,Punjab,Hafizabad
04-09-20,2,0,0,Local - Social Contact,Punjab,Khushab
04-09-20,2,0,0,Local - Social Contact,Punjab,Bahawalpur
04-09-20,2,0,0,Local - Social Contact,Punjab,Sheikhupura
04-09-20,0,0,18,Local - Social Contact,Sindh,Sukkur
04-09-20,92,1,0,Unknown,Sindh,Karachi
04-09-20,0,0,69,Iran/Taftan,Sindh,Sukkur
04-10-20,0,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
04-10-20,1,0,13,Local - Social Contact,Baluchistan,Quetta
04-10-20,3,0,3,Local - Social Contact,Federal Administration Tribal Area,Bajaur
04-10-20,0,0,14,Local - Social Contact,Gilgit-Baltistan,Nagar
04-10-20,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04-10-20,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
04-10-20,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
04-10-20,4,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
04-10-20,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
04-10-20,0,1,0,Tableeghi Jamaat,Khyber Pakhtunkhwa,Dir Lower
04-10-20,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
04-10-20,1,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
04-10-20,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
04-10-20,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Karak
04-10-20,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
04-10-20,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
04-10-20,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
04-10-20,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04-10-20,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
04-10-20,2,1,2,Tableeghi Jamaat,Khyber Pakhtunkhwa,Swat
04-10-20,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Tank
04-10-20,0,0,2,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan
04-10-20,12,0,0,Jail,Punjab,Lahore
04-10-20,10,0,0,Local - Social Contact,Punjab,Lahore
04-10-20,1,0,0,Local - Social Contact,Punjab,Faisalabad
04-10-20,0,0,5,Local - Social Contact,Punjab,Nankana
04-10-20,7,0,0,Local - Social Contact,Punjab,Sheikhupura
04-10-20,85,1,9,Local - Social Contact,Sindh,Karachi
04-10-20,1,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad
04-11-20,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
04-11-20,8,0,6,Local - Social Contact,Baluchistan,Quetta
04-11-20,1,0,10,Local - Social Contact,Gilgit-Baltistan,Gilgit
04-11-20,0,0,11,Local - Social Contact,Gilgit-Baltistan,Nagar
04-11-20,5,4,1,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04-11-20,5,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
04-11-20,3,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
04-11-20,1,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
04-11-20,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
04-11-20,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
04-11-20,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
04-11-20,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
04-11-20,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
04-11-20,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
04-11-20,2,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Swat
04-11-20,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan
04-11-20,29,3,0,Local - Social Contact,Punjab,Lahore
04-11-20,1,0,0,Tableeghi Jamaat,Punjab,Dera Ghazi Khan
04-11-20,30,0,0,Local - Social Contact,Punjab,Gujrat
04-11-20,7,0,0,Tableeghi Jamaat,Punjab,Raiwind
04-11-20,5,0,0,Local - Social Contact,Punjab,Rawalpindi
04-11-20,3,0,0,Local - Social Contact,Punjab,Nankana
04-11-20,16,0,0,Local - Social Contact,Punjab,Laiya
04-11-20,0,0,2,Local - Social Contact,Punjab,Jehlum
04-11-20,47,0,0,Unknown,Punjab,Bhakhar
04-11-20,84,6,0,Local - Social Contact,Sindh,Karachi
04-11-20,3,0,0,Local - Social Contact,Sindh,Larkana
04-11-20,17,0,0,Local - Social Contact,Sindh,Hyderabad
04-12-20,6,0,1,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
04-12-20,8,0,0,Local - Social Contact,Baluchistan,Quetta
04-12-20,2,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum
04-12-20,1,0,0,Local - Social Contact,Federal Administration Tribal Area,South Waziristan
04-12-20,0,0,2,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
04-12-20,1,0,3,Local - Social Contact,Islamabad Capital Territory,Islamabad
04-12-20,9,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
04-12-20,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
04-12-20,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
04-12-20,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
04-12-20,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
04-12-20,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
04-12-20,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
04-12-20,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
04-12-20,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
04-12-20,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
04-12-20,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
04-12-20,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swat
04-12-20,32,2,25,Local - Social Contact,Punjab,Lahore
04-12-20,19,0,0,Local - Social Contact,Punjab,Multan
04-12-20,0,0,175,Iran/Taftan,Punjab,Dera Ghazi Khan
04-12-20,6,0,0,Local - Social Contact,Punjab,Gujrat
04-12-20,2,0,0,Local - Social Contact,Punjab,Rawalpindi
04-12-20,3,0,0,Local - Social Contact,Punjab,Faisalabad
04-12-20,19,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
04-12-20,6,0,0,Local - Social Contact,Punjab,Vehari
04-12-20,1,0,0,Local - Social Contact,Punjab,Khushab
04-12-20,1,0,0,Local - Social Contact,Punjab,Bahawalpur
04-12-20,9,0,0,Jail,Punjab,Lahore
04-12-20,79,2,18,Unknown,Sindh,Karachi
04-12-20,14,0,0,Unknown,Sindh,Khairpur
4/13/2020,3,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/13/2020,1,0,0,Local - Social Contact,Baluchistan,Quetta
4/13/2020,9,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum
4/13/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Mohmand
4/13/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Bajaur
4/13/2020,12,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/13/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/13/2020,1,1,1,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/13/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/13/2020,3,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/13/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/13/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/13/2020,31,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/13/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/13/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
4/13/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/13/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/13/2020,0,1,0,Unknown,Punjab,Lahore
4/13/2020,0,0,0,Tableeghi Jamaat,Punjab,Dera Ghazi Khan
4/13/2020,60,0,0,Local - Social Contact,Punjab,Multan
4/13/2020,39,1,30,Unknown,Sindh,Karachi
4/13/2020,1,0,0,Local - Social Contact,Sindh,Sujawal
4/13/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
4/14/2020,17,0,0,Local - Social Contact,Baluchistan,Quetta
4/14/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Khyber
4/14/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
4/14/2020,10,0,6,Local - Social Contact,Gilgit-Baltistan,Shigar
4/14/2020,0,0,5,Local - Social Contact,Gilgit-Baltistan,Kharmang
4/14/2020,0,0,11,Local - Social Contact,Gilgit-Baltistan,Skardu
4/14/2020,0,0,2,Local - Social Contact,Gilgit-Baltistan,Ghanche
4/14/2020,22,3,0,Unknown,Khyber Pakhtunkhwa,Peshawar
4/14/2020,4,0,0,Unknown,Khyber Pakhtunkhwa,Dera Ismail Khan
4/14/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/14/2020,7,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/14/2020,4,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/14/2020,11,0,7,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/14/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
4/14/2020,1,0,5,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/14/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/14/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/14/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/14/2020,35,4,0,Unknown,Punjab,Lahore
4/14/2020,45,0,0,Local - Social Contact,Punjab,Multan
4/14/2020,13,0,0,Local - Social Contact,Punjab,Gujrat
4/14/2020,44,0,0,Local - Social Contact,Punjab,Jehlum
4/14/2020,2,0,0,Local - Social Contact,Punjab,Gujranwala
4/14/2020,22,0,0,Local - Social Contact,Punjab,Rawalpindi
4/14/2020,7,0,0,Local - Social Contact,Punjab,Faisalabad
4/14/2020,11,0,0,Local - Social Contact,Punjab,Mandi Bahauddin
4/14/2020,8,0,0,Local - Social Contact,Punjab,Mianwali
4/14/2020,15,0,0,Local - Social Contact,Punjab,Narowal
4/14/2020,5,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/14/2020,36,0,0,Local - Social Contact,Punjab,Sargodha
4/14/2020,7,0,0,Local - Social Contact,Punjab,Sahewal
4/14/2020,9,0,0,Local - Social Contact,Punjab,Rajanpur
4/14/2020,22,0,0,Local - Social Contact,Punjab,Sialkot
4/14/2020,5,0,0,Local - Social Contact,Punjab,Bahawal Nagar
4/14/2020,35,0,0,Local - Social Contact,Punjab,Hafizabad
4/14/2020,52,0,0,Local - Social Contact,Punjab,Muzaffargar
4/14/2020,2,0,0,Local - Social Contact,Punjab,Nankana
4/14/2020,47,0,0,Local - Social Contact,Punjab,Vehari
4/14/2020,2,0,0,Local - Social Contact,Punjab,Khushab
4/14/2020,11,0,0,Local - Social Contact,Punjab,Laiya
4/14/2020,2,0,0,Local - Social Contact,Punjab,Khanewal
4/14/2020,8,0,0,Local - Social Contact,Punjab,Sheikhupura
4/14/2020,1,0,0,Local - Social Contact,Punjab,Pakpatan
4/14/2020,14,0,0,Local - Social Contact,Punjab,Bhakhar
4/14/2020,10,0,0,Tableeghi Jamaat,Punjab,Raiwind
4/14/2020,66,3,0,Local - Social Contact,Sindh,Karachi
4/14/2020,0,1,3,Local - Social Contact,Sindh,Hyderabad
4/14/2020,0,0,1,Iran/Taftan,Sindh,Sukkur
4/15/2020,3,0,0,Unknown,Azad Jummu Kashmir,Muzaffarabad
4/15/2020,33,1,13,Unknown,Baluchistan,Quetta
4/15/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Khyber
4/15/2020,0,0,19,Local - Social Contact,Gilgit-Baltistan,Skardu
4/15/2020,3,0,0,Local - Social Contact,Gilgit-Baltistan,Diamer
4/15/2020,2,0,0,Local - Social Contact,Gilgit-Baltistan,Nagar
4/15/2020,6,0,2,Local - Social Contact,Gilgit-Baltistan,Astore
4/15/2020,0,0,1,Local - Social Contact,Gilgit-Baltistan,Nagar
4/15/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/15/2020,38,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/15/2020,0,0,3,Iran/Taftan,Khyber Pakhtunkhwa,Peshawar
4/15/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/15/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan
4/15/2020,1,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/15/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
4/15/2020,1,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/15/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/15/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/15/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/15/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/15/2020,20,0,0,Local - Social Contact,Punjab,Rawalpindi
4/15/2020,10,0,0,Local - Social Contact,Punjab,Gujranwala
4/15/2020,0,0,28,Local - Social Contact,Punjab,Lahore
4/15/2020,0,0,1,Local - Social Contact,Punjab,Chakwal
4/15/2020,24,0,0,Local - Social Contact,Punjab,Lahore
4/15/2020,3,0,0,Local - Social Contact,Punjab,Mandi Bahauddin
4/15/2020,1,0,0,Local - Social Contact,Punjab,Jhang
4/15/2020,7,0,0,Local - Social Contact,Punjab,Narowal
4/15/2020,1,0,0,Local - Social Contact,Sindh,Larkana
4/15/2020,7,0,0,Local - Social Contact,Sindh,Naushero Feroz
4/15/2020,28,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad
4/15/2020,20,0,104,Tableeghi Jamaat,Sindh,Hyderabad
4/15/2020,94,5,27,Local - Social Contact,Sindh,Karachi
4/15/2020,0,1,0,Iran/Taftan,Sindh,Sukkur
4/16/2020,24,2,59,Local - Social Contact,Baluchistan,Quetta
4/16/2020,2,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum
4/16/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Bajaur
4/16/2020,8,0,6,Unknown,Gilgit-Baltistan,Gilgit
4/16/2020,5,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/16/2020,22,2,1,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/16/2020,1,1,4,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/16/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/16/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/16/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/16/2020,2,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/16/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/16/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/16/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/16/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/16/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/16/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
4/16/2020,21,0,0,Local - Social Contact,Punjab,Rawalpindi
4/16/2020,10,0,0,Local - Social Contact,Punjab,Gujranwala
4/16/2020,9,0,0,Local - Social Contact,Punjab,Multan
4/16/2020,4,0,0,Local - Social Contact,Punjab,Gujrat
4/16/2020,0,7,112,Unknown,Punjab,Lahore
4/16/2020,24,0,0,Local - Social Contact,Punjab,Lahore
4/16/2020,8,0,0,Local - Social Contact,Punjab,Faisalabad
4/16/2020,1,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
4/16/2020,21,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/16/2020,86,0,0,Unknown,Punjab,Sargodha
4/16/2020,3,0,0,Local - Social Contact,Punjab,Sialkot
4/16/2020,3,0,0,Local - Social Contact,Punjab,Bahawal Nagar
4/16/2020,48,0,0,Unknown,Punjab,Bahawalpur
4/16/2020,4,0,0,Local - Social Contact,Punjab,Sheikhupura
4/16/2020,1,0,0,Local - Social Contact,Punjab,Bhakhar
4/16/2020,10,0,0,Tableeghi Jamaat,Punjab,Multan
4/16/2020,21,0,0,Local - Social Contact,Punjab,Khushab
4/16/2020,70,4,16,Local - Social Contact,Sindh,Karachi
4/16/2020,1,0,0,Local - Social Contact,Sindh,Hyderabad
4/16/2020,10,0,0,Local - Social Contact,Sindh,Dadu
4/16/2020,3,0,0,Local - Social Contact,Sindh,Shikarpur
4/16/2020,0,0,0,Unknown,Sindh,Khairpur
4/16/2020,52,0,0,Unknown,Sindh,Sukkur
4/16/2020,96,0,0,Unknown,Sindh,Ghotki
4/16/2020,4,0,0,Local - Social Contact,Sindh,Tando Alahyar
4/16/2020,1,0,0,Local - Social Contact,Sindh,Tando M. Khan
4/16/2020,12,0,0,Local - Social Contact,Sindh,Sanghar
4/16/2020,5,0,0,Local - Social Contact,Sindh,Sujawal
4/16/2020,3,0,0,Local - Social Contact,Sindh,Naushero Feroz
4/16/2020,2,0,0,Local - Social Contact,Sindh,Badin
4/16/2020,2,0,0,Local - Social Contact,Sindh,Jamshoro
4/16/2020,53,0,0,Unknown,Sindh,Shaheed Benazirabad
4/17/2020,2,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/17/2020,6,0,0,Unknown,Baluchistan,Quetta
4/17/2020,41,0,0,Local - Social Contact,Baluchistan,Quetta
4/17/2020,5,0,9,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/17/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/17/2020,24,2,0,Local - Social Contact,Punjab,Lahore
4/17/2020,20,0,0,Local - Social Contact,Punjab,Rawalpindi
4/17/2020,10,0,0,Local - Social Contact,Punjab,Gujranwala
4/17/2020,9,0,0,Local - Social Contact,Punjab,Multan
4/17/2020,4,0,0,Local - Social Contact,Punjab,Gujrat
4/17/2020,8,0,0,Local - Social Contact,Punjab,Faisalabad
4/17/2020,20,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/17/2020,3,0,0,Local - Social Contact,Punjab,Sialkot
4/17/2020,4,0,0,Local - Social Contact,Punjab,Bahawal Nagar
4/17/2020,95,0,0,Tableeghi Jamaat,Punjab,Multan
4/17/2020,9,0,0,Local - Social Contact,Punjab,Muzaffargar
4/17/2020,2,0,0,Local - Social Contact,Punjab,Nankana
4/17/2020,1,0,0,Local - Social Contact,Punjab,Kasur
4/17/2020,4,0,0,Local - Social Contact,Punjab,Laiya
4/17/2020,123,2,3,Unknown,Sindh,Karachi
4/17/2020,0,0,2,Local - Social Contact,Sindh,Larkana
4/17/2020,1,0,0,Local - Social Contact,Sindh,Badin
4/17/2020,1,0,0,Local - Social Contact,Sindh,Naushero Feroz
4/17/2020,2,0,0,Local - Social Contact,Sindh,Sujawal
4/17/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
4/17/2020,6,0,0,Local - Social Contact,Sindh,Tando M. Khan
4/17/2020,28,0,0,Unknown,Sindh,Ghotki
4/17/2020,73,0,0,Unknown,Sindh,Khairpur
4/17/2020,1,0,0,Local - Social Contact,Sindh,Umerkot
4/18/2020,8,0,0,Local - Social Contact,Baluchistan,Quetta
4/18/2020,7,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/18/2020,9,1,2,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/18/2020,43,5,0,Unknown,Khyber Pakhtunkhwa,Peshawar
4/18/2020,41,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar
4/18/2020,2,0,25,India,Punjab,Lahore
4/18/2020,5,4,0,Local - Social Contact,Punjab,Lahore
4/18/2020,2,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
4/18/2020,7,0,0,Local - Social Contact,Punjab,Gujrat
4/18/2020,1,0,0,Local - Social Contact,Punjab,Rawalpindi
4/18/2020,1,0,0,Local - Social Contact,Punjab,Chakwal
4/18/2020,1,0,0,Local - Social Contact,Punjab,Attock
4/18/2020,138,1,11,Unknown,Sindh,Karachi
4/18/2020,1,0,0,Local - Social Contact,Sindh,Kambar Shahdadkot
4/18/2020,9,0,0,Local - Social Contact,Sindh,Kashmore
4/18/2020,6,0,0,Local - Social Contact,Sindh,Mirpurkhas
4/18/2020,4,0,0,Local - Social Contact,Sindh,Tharparkar
4/18/2020,0,0,0,Iran/Taftan,Sindh,Sukkur
4/19/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/19/2020,56,0,0,Local - Social Contact,Baluchistan,Quetta
4/19/2020,0,1,0,Local - Social Contact,Federal Administration Tribal Area,Mohmand
4/19/2020,6,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/19/2020,8,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/19/2020,60,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/19/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/19/2020,0,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/19/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/19/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/19/2020,0,0,5,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
4/19/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/19/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/19/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
4/19/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/19/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/19/2020,0,0,8,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/19/2020,0,0,15,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/19/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
